ID,Flap,Kin_Type,Angle,SC_X,SC_Y,SC_Z,S_TE_X,S_TE_Y,S_TE_Z,HP_X,HP_Y,HP_Z,AP1_X,AP1_Y,AP1_Z,AP2_X,AP2_Y,AP2_Z,UJ_X,UJ_Y,UJ_Z,FA_X,FA_Y,FA_Z,eta_load,N_dist_1,T_dist_1,M_dist_1,N_dist_2,T_dist_2,M_dist_2,N_dist_3,T_dist_3,M_dist_3
11,1,DH,10.0,-7504.187543849205,6612.539883544049,-40.918814013990186,-7500.0009,6766.938754856383,-4.028666118827459,,,,,,,,,,,,,,,,"0,0.5,1","11592.7611332,11592.7579037,11592.7546741","0.0,0.0,0.0","5639.92355071,5639.92197952,5639.92040833","5102.42161016,5102.4201887,5102.41876725","-76.9040007083,-76.9039792841,-76.9039578598","1935.52131698,1935.52077778,1935.52023857","6284.03264294,6284.03089231,6284.02914168","-94.7133121774,-94.7132857918,-94.7132594062","2383.74639854,2383.74573446,2383.74507039"
12,1,DH,45.0,-7516.451994375483,6844.899443505727,-293.73410770784085,-7500.0009,6740.594327628924,-101.521367458854,,,,,,,,,,,,,,,,"0,0.5,1","11592.7611332,11592.7579037,11592.7546741","0.0,0.0,0.0","5639.92355071,5639.92197952,5639.92040833","5102.42161016,5102.4201887,5102.41876725","-76.9040007083,-76.9039792841,-76.9039578598","1935.52131698,1935.52077778,1935.52023857","6284.03264294,6284.03089231,6284.02914168","-94.7133121774,-94.7132857918,-94.7132594062","2383.74639854,2383.74573446,2383.74507039"
13,2,DH,0,-7848.856049974839,6717.243479223267,1.5536027896469022,-7751.540011817737,6903.855071246256,33.06172442445677,,,,,,,,,,,,,,,,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
14,2,DH,10.0,-7820.989873508033,6791.00115411651,-36.88509918446914,-7753.783905417562,6899.552218757362,-2.4440131822757394,,,,,,,,,,,,,,,,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
15,2,DH,45.0,-7753.689166173583,6980.018406148244,-263.45780650535903,-7764.342556950198,6879.305126814097,-88.9758712602179,,,,,,,,,,,,,,,,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
16,2,DH,0,-9315.020758235165,7297.50786380068,4.155424947819483,-9232.412903278639,7455.915292000285,31.26728603803167,-9399.659084404298,7135.20683827922,-420.7830198689062,-9315.020758235165,7297.50786380068,-75.79646405137828,-9167.153589290643,7581.055450891343,-65.81975166769553,-9528.304414815431,6888.518724285213,-86.05800264461747,-9389.380123548748,7154.917600101437,-111.36691539323469,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
17,2,DH,10.0,-9289.987174040494,7364.054813244604,-33.899797879784046,-9234.350218326475,7452.200329367477,-1.5151431427493662,-9399.659084404298,7135.20683827922,-420.7830198689062,-9295.046523237834,7351.132579566952,-112.63812029663245,-9149.791399372132,7632.564842973263,-158.02863352738416,-9490.733792062832,6972.112463871134,-48.280547263564436,-9356.458261202108,7230.918427362274,-125.08169229479924,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
18,2,DH,45.0,-9231.245653720434,7530.446441537874,-249.02585580719892,-9243.76570042015,7434.145359843047,-81.49847222745848,-9399.659084404298,7135.20683827922,-420.7830198689062,-9251.33499720832,7477.623994355952,-305.58124375988496,-9141.140099231574,7684.238617054722,-523.5971852263995,-9399.14023237701,7201.095495057699,-9.308980425047505,-9304.324360199895,7372.3004537718725,-238.6726072266512,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
19,2,DH,0,-12821.688535172345,8683.904380134967,9.509147878345175,-12773.740509273615,8775.848705209903,26.899397851979302,-12907.574109877532,8519.211651875,-308.16740749981545,-12821.688535172345,8683.904380134967,-55.32409644881591,-12673.76036975754,8967.568933027394,-53.72455018578148,-13061.141293569113,8224.733812724693,-26.839474082760603,-12922.295431618137,8490.98229380905,0.408163319030143,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
20,2,DH,10.0,-12803.469832427087,8733.083669987043,-27.38371885980814,-12775.039130101453,8773.358491831857,-0.4391642840437271,-12907.574109877532,8519.211651875,-308.16740749981545,-12807.572474988176,8722.60498907327,-91.23287813625177,-12662.787798978263,9002.798720045439,-144.89617989359226,-13026.402989324883,8300.325535569715,21.054669486301385,-12888.878393156718,8567.47754031488,-3.9583793889734906,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
21,2,DH,45.0,-12765.203808384409,8845.27287486364,-214.1823201880727,-12782.105360920876,8759.808406894312,-67.34906002861135,-12907.574109877532,8519.211651875,-308.16740749981545,-12781.494321729697,8802.43898229434,-260.04326645277774,-12673.359914468068,9003.601507652484,-484.07778967767786,-12938.622212009528,8516.109685986976,103.46957290720079,-12830.657683855545,8721.931503489659,-88.59786552262327,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
22,2,DH,0,-14224.836080918321,9237.541712678098,11.207630183382207,-14190.281478081011,9303.803035778637,25.077640299961786,,,,,,,,,,,,,,,,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
23,2,DH,10.0,-14209.36082616212,9279.714449679786,-25.034168308663652,-14191.309832731436,9301.831080260166,0.20738304082078685,,,,,,,,,,,,,,,,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
24,2,DH,45.0,-14179.248272785726,9370.26086820229,-199.82698992981545,-14197.358788586025,9290.231704623035,-60.76216526285316,,,,,,,,,,,,,,,,"0,0.5,1","11574.2901519,9745.93291008,7917.57566826","0.0,0.0,0.0","4733.88160342,3986.08397627,3238.28634912","5094.29181836,4289.56122877,3484.83063918","-76.7814680048,-64.6525208969,-52.523573789","1624.58385705,1367.9530295,1111.32220195","6274.02016633,5282.93129125,4291.84241618","-94.5624035369,-79.6246533128,-64.6869030887","2000.80251475,1684.74151063,1368.68050652"
